doc_id,page_no,provider,statement_type,statement_name_raw,logical_subtable_id,table_semantic_key,row_label_raw,row_label_std,col_header_raw,col_header_path,column_semantic_key,period_role_raw,report_date_raw,period_key,value_raw,value_num,value_type,unit_raw,unit_multiplier,source_cell_ref,status,mapping_code,mapping_name,mapping_method,mapping_confidence,issue_flags
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应付工资,应付工资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"114,198.49",114198.49,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:6-6:7-7,observed,ZT_081,应付职工薪酬,alias,0.95,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应付福利费,应付福利费,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:7-7:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应付福利费,应付福利费,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:7-7:7-7,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应付股利,应付股利,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:8-8:6-6,blank,ZT_085,应付股利,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应付股利,应付股利,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:8-8:7-7,blank,ZT_085,应付股利,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应交税金,应交税金,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"9,260,079.56",9260079.56,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:9-9:6-6,observed,ZT_082,应交税费,alias,0.95,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",应交税金,应交税金,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"2,146,685.63",2146685.63,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:9-9:7-7,observed,ZT_082,应交税费,alias,0.95,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",其他应交款,其他应交款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:10-10:6-6,blank,ZT_087,其他应交款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",其他应交款,其他应交款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:10-10:7-7,blank,ZT_087,其他应交款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",其他应付款,其他应付款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"356,511,769.06",356511769.06,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:11-11:6-6,observed,ZT_086,其他应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",其他应付款,其他应付款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"360,419,887.47",360419887.47,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:11-11:7-7,observed,ZT_086,其他应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",预提费用,预提费用,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:12-12:6-6,blank,ZT_090,预提费用,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|h:负债及所有者权益,行次,期初数,期末数|r:流动负债,短期借款,应付票据",预提费用,预提费用,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:12-12:7-7,blank,ZT_090,预提费用,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",预计负债,预计负债,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:13-13:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",预计负债,预计负债,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:13-13:7-7,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",一年内到期的长期负债,一年内到期的长期负债,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:14-14:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",一年内到期的长期负债,一年内到期的长期负债,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:14-14:7-7,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",其他流动负债,其他流动负债,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:15-15:6-6,blank,ZT_103,其他流动负债,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",其他流动负债,其他流动负债,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:15-15:7-7,blank,ZT_103,其他流动负债,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",流动负债合计,流动负债合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"1,079,496,213.03",1079496213.03,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:17-17:6-6,observed,ZT_104,流动负债合计,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",流动负债合计,流动负债合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"1,622,438,970.36",1622438970.36,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:17-17:7-7,observed,ZT_104,流动负债合计,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期负债:,长期负债,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:6-6,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期负债:,长期负债,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:18-18:7-7,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期借款,长期借款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:19-19:6-6,blank,ZT_105,长期借款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期借款,长期借款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"20,000,000.00",20000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:19-19:7-7,observed,ZT_105,长期借款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",应付债券,应付债券,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:6-6,blank,ZT_106,应付债券,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",应付债券,应付债券,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:20-20:7-7,blank,ZT_106,应付债券,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期应付款,长期应付款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:21-21:6-6,blank,ZT_112,长期应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期应付款,长期应付款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:21-21:7-7,blank,ZT_112,长期应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",专项应付款,专项应付款,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:22-22:6-6,blank,ZT_113,专项应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",专项应付款,专项应付款,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:22-22:7-7,blank,ZT_113,专项应付款,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",其他长期负债,其他长期负债,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",其他长期负债,其他长期负债,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:23-23:7-7,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期负债合计,长期负债合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",长期负债合计,长期负债合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"70,000,000.00",70000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:24-24:7-7,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",递延税项:,递延税项,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:25-25:6-6,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",递延税项:,递延税项,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:25-25:7-7,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",递延税款贷项,递延税款贷项,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:26-26:6-6,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",递延税款贷项,递延税款贷项,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:26-26:7-7,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",负债合计,负债合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"1,079,496,213.03",1079496213.03,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:27-27:6-6,observed,ZT_119,负债合计,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",负债合计,负债合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"1,642,438,970.36",1642438970.36,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:27-27:7-7,observed,ZT_119,负债合计,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",股东权益:,股东权益,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:6-6,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",股东权益:,股东权益,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:29-29:7-7,blank,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",实收资本,实收资本,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"700,000,000.00",700000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:30-30:6-6,observed,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",实收资本,实收资本,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"700,000,000.00",700000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:30-30:7-7,observed,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",减:已归还投资,减:已归还投资,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:31-31:6-6,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",减:已归还投资,减:已归还投资,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:31-31:7-7,blank,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",实收资本净额,实收资本净额,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"700,000,000.00",700000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:32-32:6-6,observed,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",实收资本净额,实收资本净额,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"700,000,000.00",700000000.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:32-32:7-7,observed,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",资本公积,资本公积,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:33-33:6-6,blank,ZT_124,资本公积,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",资本公积,资本公积,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:33-33:7-7,blank,ZT_124,资本公积,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",盈余公积,盈余公积,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:34-34:6-6,blank,ZT_128,盈余公积,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",盈余公积,盈余公积,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,,,blank,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:34-34:7-7,blank,ZT_128,盈余公积,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",未分配利润,未分配利润,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"67,384,581.37",67384581.37,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:35-35:6-6,observed,ZT_131,未分配利润,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",未分配利润,未分配利润,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"79,976,915.00",79976915.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:35-35:7-7,observed,ZT_131,未分配利润,exact,1.0,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",股东权益合计,股东权益合计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"767,384,581.37",767384581.37,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:36-36:6-6,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",股东权益合计,股东权益合计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"779,976,915.00",779976915.0,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:36-36:7-7,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",负债及股东权益总计,负债及股东权益总计,期初数,"[""期初数""]",期初数,期初数,2022年12月31日,2022-12-31__期初数,"1,846,880,794.40",1846880794.4,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:37-37:6-6,observed,,,,,[]
债务人审计报告-2022年,4,tencent_table_v3,balance_sheet,资产负债表,5_sub2,"balance_sheet|t:预提费用|h:预计负债|r:一年内到期的长期负债,其他流动负债,流动负债合计",负债及股东权益总计,负债及股东权益总计,期末数,"[""期末数""]",期末数,期末数,2022年12月31日,2022-12-31__期末数,"2,422,415,885.36",2422415885.36,amount,元,1.0,债务人审计报告-2022年:4:tencent_table_v3:5:37-37:7-7,observed,,,,,[]
债务人审计报告-2022年,5,aliyun_table,unknown,,0_sub1,"unknown|h:项目,行次,上年同期数,本年累计数|r:一,主营业务收入,减:主营业务成本,主营业务税金及附加","一,主营业务收入","一,主营业务收入",上年同期数,"[""上年同期数""]",上年同期数,上期,,unknown_date__上期,4，560，010，097.14,4560010097.14,amount,元,1.0,债务人审计报告-2022年:5:aliyun_table:0:1-1:2-2,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,5,aliyun_table,unknown,,0_sub1,"unknown|h:项目,行次,上年同期数,本年累计数|r:一,主营业务收入,减:主营业务成本,主营业务税金及附加","一,主营业务收入","一,主营业务收入",本年累计数,"[""本年累计数""]",本年累计数,本期,,unknown_date__本期,2，696，029，179.15,2696029179.15,amount,元,1.0,债务人审计报告-2022年:5:aliyun_table:0:1-1:3-3,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,5,aliyun_table,unknown,,0_sub1,"unknown|h:项目,行次,上年同期数,本年累计数|r:一,主营业务收入,减:主营业务成本,主营业务税金及附加",减:主营业务成本,减:主营业务成本,上年同期数,"[""上年同期数""]",上年同期数,上期,,unknown_date__上期,4，502，629，914.51,4502629914.51,amount,元,1.0,债务人审计报告-2022年:5:aliyun_table:0:2-2:2-2,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,5,aliyun_table,unknown,,0_sub1,"unknown|h:项目,行次,上年同期数,本年累计数|r:一,主营业务收入,减:主营业务成本,主营业务税金及附加",减:主营业务成本,减:主营业务成本,本年累计数,"[""本年累计数""]",本年累计数,本期,,unknown_date__本期,2，639，853，582.84,2639853582.84,amount,元,1.0,债务人审计报告-2022年:5:aliyun_table:0:2-2:3-3,observed,,,fuzzy_candidate,0.5,[]
债务人审计报告-2022年,5,aliyun_table,unknown,,0_sub1,"unknown|h:项目,行次,上年同期数,本年累计数|r:一,主营业务收入,减:主营业务成本,主营业务税金及附加",主营业务税金及附加,主营业务税金及附加,上年同期数,"[""上年同期数""]",上年同期数,上期,,unknown_date__上期,4，344，467.32,4344467.32,amount,元,1.0,债务人审计报告-2022年:5:aliyun_table:0:3-3:2-2,observed,,,fuzzy_candidate,0.5,[]
